qid,cutoff,judge_arm,question_type,question,gold_answer,generated_answer,correct_votes,majority_label
6456829e_abs,200,strict,multi-session,How many plants did I initially plant for tomatoes and chili peppers?,The information provided is not enough. You mentioned planting 5 plants for tomatoes but you did not mention chili peppers.,"5 tomato plants, 0 chili peppers",0,WRONG
65240037,50,public,single-session-assistant,I remember you told me to dilute tea tree oil with a carrier oil before applying it to my skin. Can you remind me what the recommended ratio is?,"The recommended ratio is 1:10, meaning one part tea tree oil to ten parts carrier oil.",No memory mentions a recommended ratio.,0,WRONG
65240037,50,strict,single-session-assistant,I remember you told me to dilute tea tree oil with a carrier oil before applying it to my skin. Can you remind me what the recommended ratio is?,"The recommended ratio is 1:10, meaning one part tea tree oil to ten parts carrier oil.",No memory mentions a recommended ratio.,0,WRONG
65240037,200,public,single-session-assistant,I remember you told me to dilute tea tree oil with a carrier oil before applying it to my skin. Can you remind me what the recommended ratio is?,"The recommended ratio is 1:10, meaning one part tea tree oil to ten parts carrier oil.",No recommendation found in memories.,0,WRONG
65240037,200,strict,single-session-assistant,I remember you told me to dilute tea tree oil with a carrier oil before applying it to my skin. Can you remind me what the recommended ratio is?,"The recommended ratio is 1:10, meaning one part tea tree oil to ten parts carrier oil.",No recommendation found in memories.,0,WRONG
6613b389,50,public,temporal-reasoning,How many months before my anniversary did Rachel get engaged?,2,May 15 to July 22 is 2 months.,3,CORRECT
6613b389,50,strict,temporal-reasoning,How many months before my anniversary did Rachel get engaged?,2,May 15 to July 22 is 2 months.,3,CORRECT
6613b389,200,public,temporal-reasoning,How many months before my anniversary did Rachel get engaged?,2,May to July = 2 months,3,CORRECT
6613b389,200,strict,temporal-reasoning,How many months before my anniversary did Rachel get engaged?,2,May to July = 2 months,3,CORRECT
66f24dbb,50,public,single-session-user,What did I buy for my sister's birthday gift?,a yellow dress,Yellow dress and matching earrings,3,CORRECT
66f24dbb,50,strict,single-session-user,What did I buy for my sister's birthday gift?,a yellow dress,Yellow dress and matching earrings,3,CORRECT
66f24dbb,200,public,single-session-user,What did I buy for my sister's birthday gift?,a yellow dress,Yellow dress and matching earrings,3,CORRECT
66f24dbb,200,strict,single-session-user,What did I buy for my sister's birthday gift?,a yellow dress,Yellow dress and matching earrings,3,CORRECT
67e0d0f2,50,public,multi-session,What is the total number of online courses I've completed?,20,12 courses,0,WRONG
67e0d0f2,50,strict,multi-session,What is the total number of online courses I've completed?,20,12 courses,0,WRONG
67e0d0f2,200,public,multi-session,What is the total number of online courses I've completed?,20,12 courses,0,WRONG
67e0d0f2,200,strict,multi-session,What is the total number of online courses I've completed?,20,12 courses,0,WRONG
681a1674,50,public,multi-session,How many Marvel movies did I re-watch?,2,1 (Avengers: Endgame),0,WRONG
681a1674,50,strict,multi-session,How many Marvel movies did I re-watch?,2,1 (Avengers: Endgame),0,WRONG
681a1674,200,public,multi-session,How many Marvel movies did I re-watch?,2,1 (Avengers: Endgame),0,WRONG
681a1674,200,strict,multi-session,How many Marvel movies did I re-watch?,2,1 (Avengers: Endgame),0,WRONG
69fee5aa,50,public,knowledge-update,How many pre-1920 American coins do I have in my collection?,38,37 pre-1920 American coins,0,WRONG
69fee5aa,50,strict,knowledge-update,How many pre-1920 American coins do I have in my collection?,38,37 pre-1920 American coins,0,WRONG
69fee5aa,200,public,knowledge-update,How many pre-1920 American coins do I have in my collection?,38,37 pre-1920 American coins,0,WRONG
69fee5aa,200,strict,knowledge-update,How many pre-1920 American coins do I have in my collection?,38,37 pre-1920 American coins,0,WRONG
6a1eabeb,50,public,knowledge-update,What was my personal best time in the charity 5K run?,25 minutes and 50 seconds (or 25:50),27:12,0,WRONG
6a1eabeb,50,strict,knowledge-update,What was my personal best time in the charity 5K run?,25 minutes and 50 seconds (or 25:50),27:12,0,WRONG
6a1eabeb,200,public,knowledge-update,What was my personal best time in the charity 5K run?,25 minutes and 50 seconds (or 25:50),27:12,0,WRONG
6a1eabeb,200,strict,knowledge-update,What was my personal best time in the charity 5K run?,25 minutes and 50 seconds (or 25:50),27:12,0,WRONG
6a27ffc2,50,public,knowledge-update,How many videos of Corey Schafer's Python programming series have I completed so far?,30,20 videos,0,WRONG
6a27ffc2,50,strict,knowledge-update,How many videos of Corey Schafer's Python programming series have I completed so far?,30,20 videos,0,WRONG
6a27ffc2,200,public,knowledge-update,How many videos of Corey Schafer's Python programming series have I completed so far?,30,20 videos,0,WRONG
6a27ffc2,200,strict,knowledge-update,How many videos of Corey Schafer's Python programming series have I completed so far?,30,20 videos,0,WRONG
6ade9755,50,public,single-session-user,Where do I take yoga classes?,Serenity Yoga,Serenity Yoga,3,CORRECT
6ade9755,50,strict,single-session-user,Where do I take yoga classes?,Serenity Yoga,Serenity Yoga,3,CORRECT
6ade9755,200,public,single-session-user,Where do I take yoga classes?,Serenity Yoga,Serenity Yoga,3,CORRECT
6ade9755,200,strict,single-session-user,Where do I take yoga classes?,Serenity Yoga,Serenity Yoga,3,CORRECT
6ae235be,50,public,single-session-assistant,I remember you told me about the refining processes at CITGO's three refineries earlier. Can you remind me what kind of processes are used at the Lake Charles Refinery?,"Atmospheric distillation, fluid catalytic cracking (FCC), alkylation, and hydrotreating.",Cracking and hydrotreating processes,3,CORRECT
6ae235be,50,strict,single-session-assistant,I remember you told me about the refining processes at CITGO's three refineries earlier. Can you remind me what kind of processes are used at the Lake Charles Refinery?,"Atmospheric distillation, fluid catalytic cracking (FCC), alkylation, and hydrotreating.",Cracking and hydrotreating processes,3,CORRECT
6ae235be,200,public,single-session-assistant,I remember you told me about the refining processes at CITGO's three refineries earlier. Can you remind me what kind of processes are used at the Lake Charles Refinery?,"Atmospheric distillation, fluid catalytic cracking (FCC), alkylation, and hydrotreating.",The memories do not specify the refining processes used at the Lake Charles Refinery.,0,WRONG
6ae235be,200,strict,single-session-assistant,I remember you told me about the refining processes at CITGO's three refineries earlier. Can you remind me what kind of processes are used at the Lake Charles Refinery?,"Atmospheric distillation, fluid catalytic cracking (FCC), alkylation, and hydrotreating.",The memories do not specify the refining processes used at the Lake Charles Refinery.,0,WRONG
6aeb4375,50,public,knowledge-update,How many Korean restaurants have I tried in my city?,four,Four Korean restaurants,3,CORRECT
6aeb4375,50,strict,knowledge-update,How many Korean restaurants have I tried in my city?,four,Four Korean restaurants,3,CORRECT
6aeb4375,200,public,knowledge-update,How many Korean restaurants have I tried in my city?,four,Four Korean restaurants.,3,CORRECT
6aeb4375,200,strict,knowledge-update,How many Korean restaurants have I tried in my city?,four,Four Korean restaurants.,3,CORRECT
6aeb4375_abs,50,public,knowledge-update,How many Italian restaurants have I tried in my city?,The information provided is not enough. You mentioned trying Korean restaurants but not Italian restaurants.,No Italian restaurants tried.,3,CORRECT
6aeb4375_abs,50,strict,knowledge-update,How many Italian restaurants have I tried in my city?,The information provided is not enough. You mentioned trying Korean restaurants but not Italian restaurants.,No Italian restaurants tried.,3,CORRECT
