key,benchmark,question,gold_answer,selection_reason,double_label_required,proposed_temporal_type,independent_temporal_type,proposed_gold_fact_ids,independent_gold_fact_ids,proposed_conflict_fact_ids,independent_conflict_fact_ids,type_exact_match,gold_ids_exact_match,conflict_ids_exact_match,proposed_label_valid,independent_gold_conflict_overlap,confidence,model_assisted_fully_upheld,author_signoff_required,independent_notes
longmemeval::gpt4_b5700ca0,longmemeval,Where did I attend the religious activity last week?,the Episcopal Church,mixed_method_outcomes,false,current-vs-old,historical-state,fact_5753155e155bfb88,fact_5753155e155bfb88,,,False,True,True,True,,high,False,True,"The gold fact directly supports the answer: attending a Maundy Thursday service at an Episcopal Church on or before April 6, 2023, aligns with 'last week' relative to the reference date. No conflicting facts state the same event with a different location. Other facts are topically related but not relevant to the specific event. The question asks for a past location, fitting historical-state."
longmemeval::gpt4_b5700ca9,longmemeval,How many days ago did I attend the Maundy Thursday service at the Episcopal Church?,4 days.,expanded_union:codex_assisted_llm,false,duration,duration,fact_38142b6383a6fbb3,fact_38142b6383a6fbb3,,,True,True,True,True,,high,True,False,"The gold fact directly states the Maundy Thursday service was on April 6, 2023. Reference date is April 10, 2023, yielding a 4-day difference. No conflicting dates for the same event exist. All other facts are topically related but not temporally conflicting. Duration is the correct bucket."
longmemeval::gpt4_d6585ce8,longmemeval,"What is the order of the concerts and musical events I attended in the past two months, starting from the earliest?","The order of the concerts I attended is: 1. Billie Eilish concert at the Wells Fargo Center in Philly, 2. Free outdoor concert series in the park, 3. Music festival in Brooklyn, 4. Jazz night at a local bar, 5. Queen + Adam Lambert concert at the Prudential Center in Newark, NJ.",expanded_union:codex_assisted_llm,false,ordering,ordering,fact_0708cc9da96b9023;fact_753f99b5d8b2bd5c;fact_8aa3444555c48a48;fact_b428a39a7e6f3bbc;fact_cdb573a407ffea85,fact_0708cc9da96b9023;fact_753f99b5d8b2bd5c;fact_8aa3444555c48a48;fact_b428a39a7e6f3bbc;fact_cdb573a407ffea85,,,True,True,True,True,,high,True,False,"Gold facts cover all five events in correct chronological order. Fact_753f99b5d8b2bd5c (before April 1, 2023) and fact_8aa3444555c48a48 (March 18) are correctly ordered. No conflicting facts exist; all other facts are either irrelevant or express interest, not attendance. The proposed label 'ordering' is correct."
longmemeval::gpt4_d6585ce9,longmemeval,Who did I go with to the music event last Saturday?,my parents,mixed_method_outcomes,false,current-vs-old,current-vs-old,fact_7a7f561ebd16ee45,fact_7a7f561ebd16ee45,fact_1382b2352009bf45;fact_19590f98defc8542;fact_6ee069f297b09927;fact_78e97be6c7d9b492,fact_1382b2352009bf45;fact_19590f98defc8542;fact_6ee069f297b09927;fact_78e97be6c7d9b492,True,True,True,True,,high,True,False,"Fact_7a7f561ebd16ee45 directly supports the gold answer (parents) for last Saturday. The other four facts describe attending a music festival with friends before April 15, conflicting with the gold answer. All facts are temporally anchored and target the same event context. No additional gold or conflict facts are needed."
longmemeval::gpt4_e061b84f,longmemeval,"What is the order of the three sports events I participated in during the past month, from earliest to latest?","I first completed the Spring Sprint Triathlon, then took part in the Midsummer 5K Run, and finally participated in the company's annual charity soccer tournament.",expanded_union:codex_assisted_llm,false,ordering,ordering,fact_0d7cbd3496653494;fact_0f25212838f31029;fact_2d8a57e079a9d9dc,fact_0d7cbd3496653494;fact_0f25212838f31029;fact_2d8a57e079a9d9dc,,,True,True,True,True,,high,True,False,"Gold facts correctly identify the three events with their dates: Triathlon (June 2), 5K Run (June 10), and Soccer Tournament (June 17). No conflicting facts exist. All facts are relevant and support the correct order. No additional gold or conflict facts needed."
longmemeval::gpt4_e061b84g,longmemeval,I mentioned participating in a sports event two weeks ago. What was the event?,The company's annual charity soccer tournament.,expanded_union:codex_assisted_llm,false,historical-state,historical-state,fact_83818091d8df42be,fact_83818091d8df42be,,,True,True,True,True,,high,True,False,"The gold fact directly states participation in the annual charity soccer tournament on June 17, 2023, matching the gold answer. No conflicting facts assert a different event on the same date. Other facts are about planning, skills, or unrelated events. The temporal type 'historical-state' is appropriate for a single dated event with no comparison or arithmetic needed."
longmemeval::gpt4_e072b769,longmemeval,How many weeks ago did I start using the cashback app 'Ibotta'?,3 weeks ago,expanded_union:codex_assisted_llm,false,duration,duration,fact_3fb0e4b373709653,fact_3fb0e4b373709653,,,True,True,True,True,,high,True,False,"The gold fact directly states the user downloaded Ibotta on or before April 16, 2023. Reference date is May 6, 2023, yielding 3 weeks. No conflicting facts about Ibotta start date exist. Other facts are topical but not temporally relevant. Duration is correct; no conflicts or invalid IDs."
longmemeval::gpt4_e414231e,longmemeval,How many days passed between the day I fixed my mountain bike and the day I decided to upgrade my road bike's pedals?,4 days. 5 days (including the last day) is also acceptable.,expanded_union:codex_assisted_llm,false,duration,duration,fact_67d787b52e537969;fact_7a75d309bc230a41,fact_67d787b52e537969;fact_7a75d309bc230a41,,,True,True,True,True,,high,True,False,"The gold facts specify the repair date (March 15, 2023) and upgrade decision (March 19, 2023), enabling a 4-day interval calculation. No conflicting dates exist for these events. All other facts are irrelevant or non-temporal. The duration type is correct."
longmemeval::gpt4_e414231f,longmemeval,Which bike did I fixed or serviced the past weekend?,road bike,expanded_union:codex_assisted_llm,false,temporal-other,historical-state,fact_4de5056ebc4eb9d8;fact_66282f5ae16503e6;fact_738b825e176fa4c5;fact_88782c0159262ee2;fact_9e24c2c9f9020f49,fact_4de5056ebc4eb9d8;fact_66282f5ae16503e6;fact_738b825e176fa4c5;fact_88782c0159262ee2;fact_9e24c2c9f9020f49,fact_089112cc61593f9b;fact_74f0188e59573255;fact_917fa15fcb0b37dd,fact_089112cc61593f9b;fact_74f0188e59573255;fact_917fa15fcb0b37dd,False,True,True,True,,high,False,True,"Gold facts confirm the road bike's ownership and maintenance intent around the past weekend. Conflict facts involve mountain bike repairs, which are topically related but describe a different bike. No temporal reasoning beyond direct state lookup is needed. The proposed 'temporal-other' is incorrect; this is a historical-state case."
longmemeval::gpt4_ec93e27f,longmemeval,"Which mode of transport did I use most recently, a bus or a train?",train,high_heuristic_conflict,false,current-vs-old,current-vs-old,fact_497d764de3b6a5fc;fact_4fb6548ac3bcbbb4;fact_a1c7925413914498;fact_b3b0a52d9f902373,fact_497d764de3b6a5fc;fact_4fb6548ac3bcbbb4;fact_a1c7925413914498;fact_b3b0a52d9f902373,,fact_540a6dc3c7b2a337;fact_eb0dd9804eb0d9b9,True,True,False,True,,high,False,True,"Gold facts support recent train use and intent. Conflict facts show recent bus use and daily bus commute, contradicting 'train' as most recent. 'Recently' and 'today' references align with reference date. No additional valid conflicts beyond two. All facts are topically relevant and temporally anchored."
longmemeval::gpt4_f420262c,longmemeval,What is the order of airlines I flew with from earliest to latest before today?,"JetBlue, Delta, United, American Airlines",expanded_union:codex_assisted_llm,false,ordering,ordering,fact_0a539ad70c0200a5;fact_2637c426d3dbe961;fact_4e2aefd23ac17c58;fact_70a23fc2548e0b38,fact_0a539ad70c0200a5;fact_2637c426d3dbe961;fact_4e2aefd23ac17c58;fact_70a23fc2548e0b38,,,True,True,True,True,,high,True,False,"Gold facts establish flight dates for United (Jan 28, 2023), American (Feb 10, 2022), JetBlue (before Nov 17, 2022), and Delta (Jan 15, 2023). These support the correct order. No conflicting facts about the same flights with different dates exist. The proposed ordering type is correct."
longmemeval::gpt4_f420262d,longmemeval,What was the airline that I flied with on Valentine's day?,American Airlines,expanded_union:codex_assisted_llm,true,historical-state,historical-state,fact_9b397ed7bdd1fc00,fact_9b397ed7bdd1fc00,fact_531e32c612001feb;fact_80ab885129d65ebf,fact_531e32c612001feb;fact_80ab885129d65ebf,True,True,True,True,,high,True,False,"Fact_9b397ed7bdd1fc00 confirms a flight on American Airlines before Feb 14, 2023, supporting the gold answer. Facts_531e32c612001feb and 80ab885129d65ebf describe Delta and JetBlue flights on Feb 14, 2023, conflicting on airline. No other facts directly contradict the gold answer. All IDs are valid and consistent with historical-state classification."
longmemeval::gpt4_f49edff3,longmemeval,"Which three events happened in the order from first to last: the day I helped my friend prepare the nursery, the day I helped my cousin pick out stuff for her baby shower, and the day I ordered a customized phone case for my friend's birthday?","First, I helped my friend prepare the nursery, then I helped my cousin pick out stuff for her baby shower, and lastly, I ordered a customized phone case for my friend's birthday.",expanded_union:codex_assisted_llm,true,ordering,ordering,fact_46454f79997360be;fact_db0636bfada1dc6a;fact_fbf8a4ab3c2c28c1,fact_46454f79997360be;fact_db0636bfada1dc6a;fact_fbf8a4ab3c2c28c1,,,True,True,True,True,,high,True,False,"The three gold facts provide clear, non-overlapping dates for the three events in the correct order: Feb 5 (nursery), Feb 10 (cousin), Feb 20 (phone case). No conflicting facts exist for the same events with incompatible dates. All facts are relevant and directly support the temporal order. No additional gold or conflict facts are needed."
longmemeval::gpt4_fa19884c,longmemeval,How many days passed between the day I started playing along to my favorite songs on my old keyboard and the day I discovered a bluegrass band?,6 days. 7 days (including the last day) is also acceptable.,expanded_union:codex_assisted_llm,false,duration,duration,fact_2874cfc00dd5a8f9;fact_708ccd7b971caf61,fact_2874cfc00dd5a8f9;fact_708ccd7b971caf61,,,True,True,True,True,,high,True,False,"The gold facts establish the start (March 25, 2023) and discovery (March 31, 2023) dates. The 6-day interval matches the gold answer. No conflicting facts about the same events exist. All facts are relevant and correctly classified."
longmemeval::gpt4_fa19884d,longmemeval,What is the artist that I started to listen to last Friday?,a bluegrass band that features a banjo player,mixed_method_outcomes,false,current-vs-old,current-vs-old,fact_b0794466f8d3b712,fact_b0794466f8d3b712,fact_2dca0f7fcffc2c2e;fact_5b4226e6c4772ad7;fact_bc6dcacee4639f90,fact_2dca0f7fcffc2c2e;fact_5b4226e6c4772ad7;fact_bc6dcacee4639f90,True,True,True,True,,high,True,False,"The gold fact (fact_b0794466f8d3b712) directly supports the gold answer: starting to listen to a bluegrass band with a banjo player on March 31, 2023. The conflict facts (2dca0f7fcffc2c2e, 5b4226e6c4772ad7, bc6dcacee4639f90) all describe music-related activities on March 25, 2023, which is prior to the target date and involve different musical interests, creating a contrast with the current state. The temporal type 'current-vs-old' is appropriate as the question asks about a recent change in listening habits."
