key,model,qid,question_type,fact_id,fact_text,audit_stratum,extracted_entities,active_entity_keys,has_active_entity,independent_expected_entities,independent_precision_verdict,independent_recall_verdict,confidence,independent_notes
Qwen3-30B::gpt4_5438fa52::fact_f7f79f66c9b57112,Qwen3-30B,gpt4_5438fa52,temporal-reasoning,fact_f7f79f66c9b57112,"The assistant suggested that Physical Education can incorporate art through dance and choreography, where students create movement patterns or choreograph routines to music.",temporal_lazy_only,Physical Education | dance | choreography | movement patterns,,False,Physical Education | dance | choreography,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, so precision is not applicable. However, the fact explicitly supports three salient expected entities: Physical Education, dance, and choreography. None of these are active, so recall fails. The candidate states are all 'lazy', indicating no active engagement with these entities, which undermines their inclusion in long-term memory scope."
Qwen3-30B::gpt4_2c50253f::fact_6523c88ac3f54c51,Qwen3-30B,gpt4_2c50253f,temporal-reasoning,fact_6523c88ac3f54c51,Esperanza's relationship with Sally serves as a cautionary tale that shapes her growing awareness of the risks associated with female sexuality in patriarchal societies.,temporal_lazy_only,Esperanza | Sally | patriarchal societies,,False,Esperanza | Sally | patriarchal societies,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active_entity_keys are present, so precision and recall cannot be evaluated. The fact explicitly references Esperanza, Sally, and patriarchal societies as salient entities. However, since no entity keys are active, the audit is not applicable for both precision and recall. The entity tree is semantically needed, but no keys are activated."
Qwen3-30B::gpt4_1a1dc16d::fact_e708957b7f387aa9,Qwen3-30B,gpt4_1a1dc16d,temporal-reasoning,fact_e708957b7f387aa9,"Caffeinated beverages such as tea, coffee, and energy drinks can interfere with iron absorption and should be limited if the user has iron-deficiency anemia.",temporal_lazy_only,tea | coffee | energy drinks | iron-deficiency anemia,,False,coffee | energy drinks | iron-deficiency anemia | tea,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, yet there are four salient expected entities (coffee, energy drinks, iron-deficiency anemia, tea) explicitly supported by the fact. Since no entity is active, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-30B::8c18457d::fact_b29c6b626b3766eb,Qwen3-30B,8c18457d,temporal-reasoning,fact_b29c6b626b3766eb,The first Vietnamese reply expressed gratitude for the user's satisfaction with the service at American Eye Center and committed to continuing efforts to ensure patient happiness on future visits.,temporal_lazy_only,American Eye Center | Vietnamese reply 1,,False,American Eye Center | Vietnamese reply 1,NOT_APPLICABLE,FAIL,high,"The fact explicitly mentions 'American Eye Center' as a named organization and 'Vietnamese reply 1' as a specific, reusable entity (a reply from a Vietnamese speaker). Both are salient expected entities. However, no active_entity_keys are present, so recall fails. Precision is NOT_APPLICABLE because there are no active keys to evaluate. The entity tree is semantically needed, as both entities are relevant and reusable."
Qwen3-30B::gpt4_468eb064::fact_5ce1037151ecc291,Qwen3-30B,gpt4_468eb064,temporal-reasoning,fact_5ce1037151ecc291,"Rock Band offers a more interactive and immersive gameplay experience by supporting four instruments—guitar, drums, vocals, and bass guitar—each with dedicated visual elements on screen.",temporal_lazy_only,Rock Band | guitar | drums | vocals | bass guitar,,False,Rock Band | guitar | drums,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present, so precision and recall cannot be evaluated. The fact explicitly supports 'Rock Band' as a named product and 'guitar', 'drums', 'vocals', and 'bass guitar' as instruments. However, 'vocals' and 'bass guitar' are less salient as standalone entities in this context compared to 'guitar' and 'drums', which are more central to the gameplay mechanics described. 'Rock Band' is clearly a named product and a primary entity. 'Bass guitar' is a valid instrument but may be considered a variant of 'guitar' in some contexts; however, it is explicitly mentioned as a separate instrument. Given the lack of active keys, no verdict can be issued for precision or recall."
Qwen3-30B::gpt4_2312f94c::fact_ff8b153c633b6e92,Qwen3-30B,gpt4_2312f94c,temporal-reasoning,fact_ff8b153c633b6e92,The application uses the Google Maps API to geocode street addresses and calculate the geographic midpoint between them.,temporal_lazy_only,Google Maps API | geocoding | midpoint,,False,Google Maps API | geocoding | geographic midpoint,NOT_APPLICABLE,NOT_APPLICABLE,high,"No active entity keys are present, so precision and recall cannot be evaluated. The fact supports three salient expected entities: 'Google Maps API' (organization/product), 'geocoding' (process), and 'geographic midpoint' (conceptual entity). These are all explicitly supported and reusable. However, since no entity keys are active, neither precision nor recall applies."
Qwen3-30B::gpt4_cd90e484::fact_a51878ac6f3075d1,Qwen3-30B,gpt4_cd90e484,temporal-reasoning,fact_a51878ac6f3075d1,"NASA's Chandra X-ray Observatory detected X-ray emissions from hot gas in galaxy clusters, which helped reveal the presence of dark matter by showing gravitational lensing effects not explained by visible matter alone.",temporal_lazy_only,Chandra X-ray Observatory | galaxy clusters | dark matter | X-ray emissions,,False,Chandra X-ray Observatory | dark matter | galaxy clusters,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, so precision is not applicable. However, the salient expected entities—Chandra X-ray Observatory, dark matter, and galaxy clusters—are all explicitly supported by the fact and are reusable, meaningful long-term memory scopes. Since none are active, recall fails. X-ray emissions is an attribute/phenomenon rather than a named entity and is not considered a salient expected entity scope."
Qwen3-30B::982b5123::fact_f31b8d030336ba57,Qwen3-30B,982b5123,temporal-reasoning,fact_f31b8d030336ba57,The assistant does not have real-time access to current exhibitions or events at art museums and cannot provide up-to-date recommendations.,temporal_lazy_only,assistant | real-time data,,False,,NOT_APPLICABLE,NOT_APPLICABLE,high,"The fact discusses limitations of the assistant regarding real-time access to museum exhibitions and events. However, no specific, reusable entity (e.g., a named museum, exhibition, or event) is mentioned. The term 'real-time data' is a general capability, not a named entity. Since no salient expected entities are present and no active entity keys are provided, neither precision nor recall is applicable."
Qwen3-30B::gpt4_b5700ca0::fact_2ac3e94d5d77e6c1,Qwen3-30B,gpt4_b5700ca0,temporal-reasoning,fact_2ac3e94d5d77e6c1,"The assistant recommended 'The Stranger' by Albert Camus on March 24, 2023, describing it as a classic existentialist novel about a man who commits a senseless murder and struggles to find meaning in his life.",temporal_lazy_only,The Stranger | Albert Camus,,False,The Stranger | Albert Camus,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, yet the fact explicitly references two salient expected entities: 'The Stranger' (a titled work) and 'Albert Camus' (a person). Since no active keys are present, recall fails. Precision is not applicable because there are no active keys to evaluate. The entities are clearly supported by the fact and are reusable, long-term memory scopes."
Qwen3-30B::gpt4_e061b84f::fact_142e5971f9d9cfb8,Qwen3-30B,gpt4_e061b84f,temporal-reasoning,fact_142e5971f9d9cfb8,The assistant suggests an elegant floral cake design with white or cream-colored flowers to complement the sophistication of the Tiffany's necklace.,temporal_lazy_only,elegant floral cake | Tiffany's necklace,,False,elegant floral cake | Tiffany's necklace,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, yet two salient expected entities ('elegant floral cake' and 'Tiffany's necklace') are explicitly supported by the fact. Since no entity is active, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-30B::gpt4_8279ba03::fact_b6c6d522e9331dd2,Qwen3-30B,gpt4_8279ba03,temporal-reasoning,fact_b6c6d522e9331dd2,The assistant recommends prioritizing gift categories such as birthdays and holidays over 'Just Because Gifts' if overspending occurs in one category.,temporal_lazy_only,birthday gifts | holiday gifts | Just Because Gifts,,False,birthday gifts | holiday gifts | Just Because Gifts,NOT_APPLICABLE,FAIL,high,"No active entity keys are present, yet the fact explicitly references three salient gift categories that are reusable, specific, and semantically meaningful. These should form the expected entity scopes. Since no active keys are provided, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-30B::2ebe6c90::fact_62e0153b8fbc6587,Qwen3-30B,2ebe6c90,temporal-reasoning,fact_62e0153b8fbc6587,"Merit is a key consideration in Indian Army promotions, with officers evaluated on physical fitness, leadership skills, and professional competence.",temporal_lazy_only,Indian Army,,False,Indian Army | promotion system in the Indian Army | merit-based evaluation in the Indian Army,NOT_APPLICABLE,FAIL,high,"The fact explicitly mentions 'Indian Army' as a central entity and discusses merit-based promotions, which implies a system involving evaluation criteria like physical fitness, leadership, and professional competence. These form salient expected entities. However, no active_entity_keys are present, so recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-30B::gpt4_d6585ce9::fact_a5caed7c51a6dab7,Qwen3-30B,gpt4_d6585ce9,temporal-reasoning,fact_a5caed7c51a6dab7,The assistant advised that it is natural to feel nervous on the first day at a new job and that no one expects perfection from new employees.,temporal_lazy_only,first day at a new job | new employees,,False,first day at a new job | new employees,NOT_APPLICABLE,FAIL,high,"The active_entity_keys are empty, but the fact explicitly supports two salient expected entities: 'first day at a new job' and 'new employees'. Since no expected entities are covered by active keys, recall fails. Precision is not applicable because there are no active keys to evaluate."
Qwen3-30B::0bc8ad93::fact_2796caa981a3a7f9,Qwen3-30B,0bc8ad93,temporal-reasoning,fact_2796caa981a3a7f9,The assistant advised the user to stay hydrated by drinking plenty of water or sports drinks in the days leading up to the run and to carry hydration during the run.,temporal_lazy_only,hydration | water | sports drink | during run,,False,,NOT_APPLICABLE,NOT_APPLICABLE,high,"The fact discusses general advice about hydration in the context of running, but does not reference any specific, reusable person, place, organization, named product, titled work, or named event. The extracted entities (hydration, water, sports drink, during run) are generic concepts or temporal states, not distinct semantic entities suitable for long-term memory scope. Since no active entity keys are present and no salient expected entities exist, both precision and recall are not applicable."
